summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,density,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
25,65.44,3.72,0.6555,1.52,0.134684932,0.000126197,2539,6,19.562,0.123,0.083,1.595,0.3,0.15,29.797,31.985
29,64.68965517,6.448275862,1.546538462,2.551724138,0.307794048,0.000166008,3068,7,16.053,0.078,0.059,1.86,-0.436,0.518,28.067,42.087
15,96.73333333,8.866666667,0.885384615,1.266666667,0.426118721,9.90E-05,3137,7,15.635,0.066,0.041,1.31,-0.409,0.32,28.454,54.718
15,107.6,2.666666667,1.708,6.6,0.207305936,0.000118961,3226,7,14.98,0.069,0.043,0.977,-0.131,0.336,30.25,42.085
12,50.33333333,2.333333333,0.768181818,21.33333333,0.206164384,2.93E-05,1660,4,26.161,0.2,0.131,9.64,-0.086,-0.026,36.691,24.961
19,62.26315789,9.842105263,0.912307692,2.736842105,0.324297044,0.000122467,2842,6,17.544,0.102,0.053,5.95,-0.437,0.317,37.653,34.595
40,67.875,2.85,0.890333333,5.05,0.172328767,0.000268657,1594,4,26.638,0.146,0.087,12.597,-0.002,1.142,36.03,36.216
15,95.6,4.8,0.404166667,68.73333333,0.092054795,9.13E-05,2666,6,18.695,0.127,0.076,5.709,-0.137,0.284,32.092,27.971
21,75.19047619,2.571428571,0.9375,3.095238095,0.128375734,0.000197524,2369,5,20.744,0.119,0.072,8.276,-0.17,0.305,34.702,40.82
12,48.83333333,2.583333333,1.478,1.166666667,0.248630137,0.000102453,2729,6,18.37,0.12,0.067,9.711,-0.358,0.193,32.258,33.585
23,95.65217391,2.434782609,0.727058824,1.565217391,0.271471114,0.000240583,3062,7,16.075,0.062,0.053,8.346,-0.105,-0.07,36.348,37.921
25,74.72,3.2,0.815789474,1.52,0.267287671,0.000227659,3138,7,15.629,0.083,0.061,1.711,-0.501,0.108,30.931,41.511
5,66.8,1.6,1.0025,1,0.243835616,8.50E-06,2447,6,20.128,0.126,0.111,7.054,-0.173,0.542,26.377,23.354
29,101.3793103,2.103448276,1.4584,43.93103448,0.250826641,4.49E-05,2278,5,21.45,0.118,0.09,7.769,-0.495,0.922,28.07,37.638
16,113.4375,3.1875,0.592,1.125,0.234075342,9.57E-05,2265,5,21.567,0.157,0.082,5.357,0.121,0.407,28.882,33.419
10,115.4,3.2,0.9975,100.9,0.179452055,8.36E-05,1644,4,26.278,0.196,0.137,6.673,0.178,0.311,29.921,26.748
19,83.15789474,2.842105263,1.173636364,1.157894737,0.203604903,0.000111168,2259,5,21.589,0.163,0.101,4.303,0.092,0.217,28.982,27.976
13,81.30769231,2.846153846,0.557777778,1.307692308,0.127924131,9.55E-05,1981,5,23.523,0.134,0.126,6.526,-0.447,0.936,28.46,30.661
10,53.9,1.9,1.115,1.1,0.246027397,8.29E-05,1589,4,26.666,0.189,0.132,6.175,0.314,0.308,27.059,35.495
9,68.22222222,2.222222222,1.28375,1.333333333,0.277321157,3.10E-05,2903,7,17.157,0.097,0.073,6.193,-0.305,0.683,25.883,30.84
18,83.55555556,3.277777778,1.684375,15.5,0.273972603,0.000108801,3163,7,15.478,0.067,0.058,1.057,-0.255,0.908,24.388,35.683
20,52.8,2.85,0.882666667,1.65,0.416986301,0.000125503,2810,6,17.848,0.108,0.08,1.245,-0.07,0.683,25.354,29.299
12,127.6666667,5.083333333,1.391818182,1.833333333,0.305251142,9.88E-05,1522,4,27.129,0.146,0.094,20.962,-0.074,0.928,33.962,38.757
12,45.5,1.583333333,2.606,2.25,0.197488584,4.29E-05,2243,5,21.726,0.125,0.077,13.999,-0.37,0.729,34.697,31.927
20,74.25,2.85,0.833571429,14.4,0.162876712,0.000142695,799,2,33.197,0.185,0.099,19.122,-0.139,1.622,39.151,41.053
13,64.61538462,3.153846154,0.82125,1.692307692,0.143519494,5.44E-05,2664,6,18.696,0.118,0.064,11.816,-0.419,0.673,32.039,27.22
16,50.1875,2.375,0.861818182,1.3125,0.250171233,0.000146241,1484,4,27.374,0.154,0.09,20.289,-0.229,0.859,37.395,39.786
28,81.96428571,3.5,1.118095238,5.535714286,0.254500978,0.000314459,1928,4,23.921,0.13,0.071,8.691,0.017,0.94,35.806,39.067
26,88.96153846,3.269230769,1.189047619,5.269230769,0.076712329,0.000253903,2026,5,23.269,0.109,0.058,16.283,-0.245,1.13,34.262,41.496
21,60.61904762,2.19047619,0.950555556,2.476190476,0.154076973,0.000171792,1776,4,25.213,0.171,0.087,16.023,-0.315,0.786,32.085,36.806
9,44.88888889,2.333333333,0.16,1.555555556,0.335464231,9.58E-05,2015,5,23.338,0.098,0.073,32.243,-0.397,0.753,36.179,33.213
23,48.73913043,4.304347826,0.738333333,1.47826087,0.053841572,0.000144972,2088,5,22.792,0.167,0.083,18.536,-0.334,0.346,34.825,26.247
29,72.13793103,6.517241379,1.226521739,2.137931034,0.249409542,0.000186168,1823,4,24.777,0.151,0.083,11.849,-0.152,0.803,37.223,34.565
25,103.16,8,1.162857143,90.76,0.198027397,0.000106855,2304,5,21.23,0.152,0.105,3.523,-0.092,0.219,31.201,27.859
39,193.4358974,8.025641026,0.98125,1.58974359,0.248963822,0.000197603,3116,7,15.762,0.088,0.063,1.962,-0.707,0.457,27.389,40.456
28,383.8214286,46.03571429,0.8385,81.60714286,0.222994129,0.000202415,2219,5,21.851,0.124,0.101,6.232,0.095,0.61,31.776,28.001
28,88.53571429,2.892857143,0.963636364,1.892857143,0.239823875,0.000205923,1461,4,27.623,0.14,0.098,8.814,0.443,1.044,32.279,40.992
35,81.77142857,2.971428571,1.4925,2.028571429,0.199373777,0.000213576,1656,4,26.2,0.143,0.079,18.723,-0.467,0.912,36.791,44.298
42,62.0952381,3.785714286,1.094857143,2.547619048,0.263600783,6.72E-05,1096,3,30.562,0.206,0.1,14.981,-0.176,0.799,42.498,38.902
21,83.42857143,3.047619048,1.209285714,107.3809524,0.224787997,0.000134387,2821,6,17.724,0.113,0.068,8.985,-0.197,0.39,28.756,30.453
20,122.95,2.1,0.706111111,2.45,0.369452055,6.59E-05,1514,4,27.171,0.156,0.097,18.019,-0.048,1.2,32.832,30.529
10,56.7,2.7,0.8,3.4,0.107671233,7.73E-05,1381,3,28.237,0.191,0.092,15.005,-0.27,1.029,37.45,34.624
18,101.2777778,2.888888889,0.309166667,1.666666667,0.089193303,8.47E-05,1899,4,24.185,0.115,0.06,28.963,-0.387,0.9,33.299,42.724
20,67.25,3.6,0.723333333,1.5,0.294246575,0.000101928,2201,5,21.989,0.146,0.08,7.977,-0.063,0.567,30.05,37.378
11,56.27272727,2.181818182,0.51875,1.090909091,0.346948941,5.40E-05,2267,5,21.555,0.111,0.07,23.241,-0.175,0.307,37.553,30.655
15,66.86666667,3.066666667,0.605,1.266666667,0.413333333,4.71E-05,1406,3,28.079,0.166,0.088,16.23,0.033,1.043,36.918,36.359
18,81.77777778,3.055555556,0.631818182,1.277777778,0.290410959,0.000104082,1736,4,25.598,0.131,0.08,19.109,-0.016,0.743,41.593,32.808
4,93.5,4,0.97,1,0.401369863,2.35E-05,1742,4,25.485,0.161,0.1,20.478,-0.436,0.592,38.093,28.585
12,78.33333333,3.666666667,0.32,1.416666667,0.275342466,9.62E-05,1419,3,27.986,0.144,0.086,17.191,-0.114,1.16,41.905,33.966
9,66.11111111,4.333333333,0.593333333,1.444444444,0.611263318,3.12E-06,2236,5,21.757,0.162,0.071,8.391,-0.698,-0.275,54.392,12.918
5,60.6,2.8,0.72,3.6,0.296438356,1.85E-05,2671,6,18.653,0.109,0.056,10.702,-0.417,0.5,42.143,20.514
6,41,1.333333333,0.765,1.166666667,0.33652968,2.51E-05,2574,6,19.348,0.151,0.073,13.634,-1.106,0.343,35.816,21.322
2,26.5,1,0.525,3,0.467123288,1.16E-05,2923,7,17.052,0.098,0.049,14.926,-1.165,0.523,35.613,30.357
7,76.71428571,1.857142857,1.63,1.285714286,0.249315068,3.73E-05,2812,6,17.805,0.11,0.085,4.454,-0.31,0.077,31.847,30.699
17,102.7647059,7.235294118,1.229166667,3.764705882,0.594359388,4.14E-05,2801,6,17.895,0.12,0.081,4.968,-0.787,0.436,33.084,26.58
22,76.22727273,3.272727273,0.994444444,6.590909091,0.56014944,6.60E-05,1845,4,24.584,0.196,0.092,3.782,-0.116,0.491,35.062,33.396
4,26.5,47,1.0475,2,0.915753425,2.81E-05,2854,6,17.468,0.13,0.071,5.872,-1.218,0.678,30.655,24.703
10,35.1,2.9,0.4775,1.9,0.618630137,3.92E-05,2741,6,18.298,0.135,0.081,9.874,-0.445,0.538,29.489,16.977
2,80,1.5,0.995,1.5,0.487671233,1.20E-05,2426,6,20.304,0.136,0.066,21.787,-0.744,-0.094,38.215,30.132
4,31.25,4,0.25,4,0.861643836,2.34E-05,2990,7,16.493,0.11,0.069,17.138,-0.95,-0.359,35.876,21.001
14,34.78571429,6.142857143,0.68,2,0.25851272,5.42E-05,2321,5,21.12,0.15,0.09,11.441,-0.561,0.092,41.259,18.498
3,38.66666667,6,2.11,1.333333333,0.143378995,1.62E-05,2600,6,19.148,0.138,0.067,12.96,-0.587,0.168,36.945,25.515
2,32.5,1.5,0.545,1,0.552054795,9.37E-06,2693,6,18.565,0.146,0.069,10.656,-1.056,-0.043,40.565,19.825
4,60,2,2.58,1.5,0.439726027,1.26E-05,2678,6,18.625,0.123,0.111,6.551,-0.467,-0.123,34.331,16.54
6,68.16666667,1.5,0.498,1.833333333,0.211872146,2.18E-05,2505,6,19.735,0.146,0.094,10.857,-0.827,0.32,32.845,21.481
9,410.8888889,2.555555556,0.87,6.222222222,0.56651446,3.17E-05,2788,6,17.998,0.133,0.059,6.898,-1.173,0.086,42.495,25.2
2,61.5,1,1.425,1,0.593150685,6.08E-06,2982,7,16.566,0.104,0.06,9.422,-0.895,0.635,32.893,24.466
4,330,3.75,1.243333333,7.25,0.359589041,1.37E-05,2418,6,20.375,0.148,0.078,13.478,-0.669,0.58,33.487,22.581
3,28.33333333,2.333333333,3.563333333,1.333333333,0.35890411,1.74E-05,2946,7,16.888,0.124,0.078,10.944,-1.062,-0.182,32.777,26.191
1,15,1,0.32,4,0.983561644,5.49E-06,1971,5,23.599,0.158,0.114,20.368,-0.537,-0.164,40.351,17.659
3,42.33333333,1.333333333,1.44,1.666666667,0.391780822,4.74E-06,2421,6,20.34,0.13,0.089,8.372,-1.401,0.17,46.309,17.556
15,50.4,1.4,0.975833333,4.4,0.749954338,7.30E-05,1819,4,24.849,0.19,0.11,11.493,-0.5,0.425,37.597,23.487
1,122,5,1,1,0.246575342,5.95E-06,2639,6,18.867,0.136,0.09,14.333,-0.469,0.059,32.857,15.211
8,126.5,2.875,0.603333333,4.375,0.458561644,3.71E-05,2787,6,18.005,0.127,0.075,14.165,-0.944,0.014,33.905,26.253
4,52,2.5,2.056666667,1,0.234246575,2.73E-05,2456,6,20.045,0.134,0.103,4.777,-0.856,-0.349,39.031,30.037
3,46,2.666666667,1.915,1,0.454794521,1.77E-05,2440,6,20.176,0.149,0.102,6.096,-0.33,-0.182,32.825,27.902
3,83.33333333,1,0.385,6,1,8.98E-06,2616,6,19.029,0.11,0.089,19.293,-0.476,0.368,28.158,24.52
4,84.5,8.25,1.0625,1.25,0.155479452,1.55E-05,2803,6,17.892,0.115,0.053,17.265,-0.303,0.788,23.197,29.873
8,58.625,5,1.08,3.625,0.700342466,1.50E-05,2298,5,21.286,0.16,0.107,24.314,0.055,-0.243,20.557,20.068
10,51.2,2.8,1.458333333,1.3,0.381643836,1.75E-05,2392,5,20.574,0.138,0.075,18.719,-0.685,1.118,20.879,26.207
2,95,2,1.38,1,0.724657534,2.91E-06,2886,6,17.286,0.116,0.072,17.705,-0.347,-0.076,30.959,20.896
5,94.8,1.6,1.6275,4.2,0.565479452,1.47E-05,2462,6,19.999,0.123,0.086,29.801,-0.224,0.191,27.119,17.524
1,43,1,0.79,1,0.931506849,3.61E-07,2774,6,18.156,0.101,0.089,27.562,-0.089,0.306,23.749,9.018
5,127,4.2,0.743333333,27,0.790136986,1.04E-05,2626,6,18.943,0.121,0.071,26.647,-0.267,0.011,30.362,21.295
2,15,1,11.47,2,0.250684932,9.66E-06,3001,7,16.434,0.121,0.073,27.142,-0.5,-0.385,25.203,14.533
4,167.25,1.5,0.14,15.5,0.354794521,3.91E-07,2484,6,19.839,0.125,0.095,26.99,-0.601,0.468,23.492,19.582
2,62,1,0.995,2,0.698630137,7.02E-06,1638,4,26.331,0.165,0.108,23.711,0.04,0.923,25.755,27.289
2,72.5,31,0.54,1,0.660273973,6.96E-06,2796,6,17.934,0.128,0.101,12.999,0.083,-0.031,18.046,20.181
3,103.6666667,1.666666667,2.44,5,0.732420091,1.33E-05,3000,7,16.44,0.1,0.062,25.52,-0.554,0.206,19.598,31.638
1,38,3,2,1,0.484931507,2.08E-06,2284,5,21.384,0.13,0.099,30.826,-0.305,0.563,24.551,13.95
2,103.5,2.5,0.51,2,0.716438356,7.08E-06,3033,7,16.24,0.106,0.069,21.457,-0.345,0.618,15.758,19.905
2,57.5,2,0.77,1.5,0.046575342,2.06E-06,2963,7,16.712,0.123,0.083,20.355,-0.37,0.248,18.407,15.916
4,46.75,45.75,0.07,4,0.32260274,1.22E-05,2092,5,22.759,0.121,0.084,20.63,-0.288,0.974,32.397,24.707
2,36.5,1.5,1,1,0.052054795,6.79E-06,2619,6,18.977,0.127,0.072,21.939,-0.405,0.21,32.436,19.639
3,49,1,3.19,1.333333333,0.378995434,1.87E-05,2308,5,21.185,0.107,0.073,21.479,-0.096,1.06,28.949,20.915
1,30,1,0.8,1,0.339726027,5.70E-06,2520,6,19.66,0.125,0.067,16.889,-0.393,0.817,31.969,19.324
3,32.33333333,1,2.525,3.333333333,0.4,1.49E-05,1876,4,24.386,0.153,0.107,22.206,-0.231,0.648,29.156,27.295
5,37,6.8,0.726,3.2,0.523287671,5.00E-06,1991,5,23.452,0.14,0.094,25.027,0.081,0.633,29.053,20.94
7,43.85714286,1,0.6875,2,0.156555773,5.23E-06,1803,4,24.978,0.151,0.119,17.936,-0.429,0.395,38.465,24.931
14,79.28571429,2.142857143,2.374444444,2,0.318199609,2.89E-05,1987,5,23.489,0.132,0.074,17.114,-0.71,0.706,42.965,31.407
7,59.57142857,16,0.46,3.571428571,0.791780822,2.95E-05,2141,5,22.359,0.148,0.087,18.479,-0.135,0.416,32.068,26.73
4,72.5,1.25,1.256666667,14.5,0.330136986,9.88E-06,3102,7,15.825,0.095,0.077,8.304,-0.482,0.59,27.972,16.459
3,34.33333333,1.666666667,0.1,1.333333333,0.361643836,1.54E-05,3103,7,15.824,0.094,0.076,15.145,-0.418,0.17,20.81,30.704
1,74,2,0.18,1,0,4.68E-06,2818,6,17.74,0.122,0.085,15.623,-0.479,0.054,24.764,27.953
7,58.57142857,1.428571429,1.386666667,34.42857143,0.272798434,1.52E-05,2939,7,16.922,0.111,0.086,14.259,-0.906,-0.007,33.677,15.609
1,75,2,1.2,1,0.35890411,5.60E-07,2436,6,20.207,0.115,0.083,28.072,0.282,0.111,29.626,8.485
2,67.5,15.5,0.13,1.5,0.367123288,2.83E-07,1962,5,23.701,0.151,0.099,23.052,0.284,0.748,26.287,12.422
21,75.57142857,1.714285714,2.456842105,21.66666667,0.425570776,8.05E-06,2477,6,19.901,0.074,0.039,15.9,-0.894,0.833,48.245,30.335
30,98.5,1.933333333,1.385,34.53333333,0.906575342,1.90E-06,2116,5,22.563,0.096,0.066,16.185,-0.012,-0.565,53.157,31.326
5,58.2,20.4,0.6675,1.2,0.240547945,2.55E-06,2212,5,21.888,0.086,0.064,21.986,-0.194,1.286,32.287,28.307
35,79.6,1.114285714,4.3403125,7.542857143,0.596086106,1.87E-05,1896,4,24.211,0.115,0.059,26.354,-0.652,0.112,46.15,45.231
8,87,2.125,4.744,2,0.432534247,1.11E-05,2753,6,18.249,0.095,0.052,16.65,-0.487,0.662,28.207,38.913
22,59.68181818,1.227272727,2.475789474,20.81818182,0.683188045,5.84E-05,2285,5,21.375,0.139,0.075,15.13,-0.252,0.144,41.83,21.962
1,50,1,0.6,1,0.378082192,6.06E-07,2521,6,19.651,0.133,0.11,18.913,-0.114,0.11,22.877,16.269
9,97,1.555555556,1.185,10.66666667,0.317503805,2.52E-05,2441,6,20.172,0.113,0.088,18.198,-0.315,0.912,26.383,18.656
2,32.5,1,1.045,2,0.245205479,6.38E-06,2594,6,19.196,0.121,0.077,18.143,0.155,0.122,24.94,27.403
3,59.33333333,1,0.12,3,0.999086758,7.72E-07,3083,7,15.968,0.079,0.075,2.106,-0.642,0.11,45.858,10.221
2,67.5,3.5,2.4,1,0.412328767,2.66E-06,2827,6,17.647,0.118,0.122,7.387,0.085,-0.86,27.853,8.68
2,33,3.5,0.54,1,0.894520548,8.51E-06,2296,5,21.292,0.141,0.11,9.914,0.241,0.221,25.13,23.935
1,40,2,0.26,1,0.156164384,3.33E-06,3190,7,15.274,0.101,0.076,7.257,-0.244,0.185,25.708,21.939
1,35,1,2.42,1,0.895890411,5.17E-06,1913,4,24.08,0.151,0.097,24.886,-0.554,0.137,38.859,27.655
6,47.5,1,7.52,3,0.383105023,2.00E-05,2688,6,18.599,0.107,0.081,18.231,-0.548,0.311,31.368,24.637
5,41.6,1.4,0.5225,1.2,0.433424658,1.82E-05,3078,7,15.991,0.106,0.063,12.28,-0.724,0.429,29.696,22.817
9,45.88888889,3.222222222,0.896666667,3.444444444,0.374733638,3.47E-05,2332,5,21.072,0.135,0.082,25.213,-0.485,0.304,28.76,30.028
3,54.66666667,1,0.365,1,0.378995434,2.73E-06,2340,5,21.013,0.149,0.063,13.843,-0.65,0.884,34.851,24.254
6,83.83333333,1.333333333,1.685,1.333333333,0.402739726,9.62E-06,2224,5,21.833,0.134,0.092,9.694,-0.127,0.41,36.957,25.953
5,79.4,2.2,0.39,12.8,0.350136986,9.72E-06,2504,6,19.737,0.164,0.092,18.901,-0.383,-0.79,31.894,16.497
7,63.28571429,1.428571429,4.448333333,1.857142857,0.334637965,1.38E-05,2582,6,19.294,0.095,0.055,11.935,-0.199,1.406,19.161,34.789
27,70.74074074,1.296296296,1.23,5.074074074,0.569761542,0.000105354,2413,5,20.428,0.14,0.075,15.779,-0.201,0.891,25.897,20.292
8,40.25,1.25,0.898333333,6,0.592808219,2.32E-05,2841,6,17.549,0.114,0.083,13.262,-0.064,0.609,21.399,16.08
5,68.2,1,1.42,2.2,0.430684932,8.13E-06,3339,7,14.322,0.082,0.052,9.658,-0.438,-0.066,40.024,12.643
3,40.66666667,1,0.9,3,0.312328767,1.66E-05,1792,4,25.05,0.186,0.091,17.551,-0.495,0.115,45.767,19.66
6,48.16666667,1.333333333,1.375,1.833333333,0.115981735,1.00E-05,2312,5,21.154,0.121,0.097,19.16,-0.252,0.355,34.096,20.021
5,36.4,1,1.166,1.8,0.41260274,1.57E-05,2229,5,21.816,0.152,0.092,23.941,-0.061,0.119,30.686,17.919
25,67.92,5,1.4775,2.68,0.457534247,2.00E-05,1438,3,27.843,0.168,0.105,13.653,-0.189,1.558,31.169,26.618
23,89.52173913,1.391304348,1.75,31.65217391,0.710065515,3.24E-05,3291,7,14.607,0.082,0.05,16.423,-0.671,0.47,28.092,24.57
2,35,1,5.505,1,0.253424658,1.00E-05,2936,7,16.965,0.114,0.061,15.698,-0.235,-0.217,29.166,30.708
3,28,7.666666667,2.325,1,0.524200913,1.27E-05,1944,5,23.82,0.149,0.098,24.786,-0.085,0.038,32.812,30.085
13,49.84615385,1.692307692,2.327272727,1.923076923,0.192834563,2.58E-05,3110,7,15.794,0.081,0.063,3.795,-0.65,0.201,29.51,42.798
30,90.7,2.266666667,1.458823529,3.266666667,0.322191781,6.62E-05,2763,6,18.186,0.084,0.044,4.4,-0.43,-0.288,36.64,58.826
16,65.8125,1.9375,1.490714286,1.4375,0.36489726,7.33E-05,2289,5,21.331,0.118,0.062,3.849,-0.562,1.383,23.41,46.365
5,174.8,2.8,0.786666667,37.4,0.562191781,2.72E-05,2247,5,21.712,0.143,0.106,5.936,-0.092,0.551,24.909,33.776
14,107.2857143,2.714285714,0.643,160.2142857,0.271232877,0.000121878,1839,4,24.639,0.132,0.089,4.397,0.501,0.635,31.822,41.556
3,56.66666667,1,4.815,3,0.530593607,7.39E-06,1966,5,23.659,0.121,0.067,8.726,-0.306,0.833,47.002,31.86
4,51.5,2.25,0.445,3,0.114383562,1.21E-05,2650,6,18.791,0.088,0.063,10.289,-0.175,0.174,42.639,28.767
2,67.5,1,0.04,4,0.5,4.75E-06,2974,7,16.639,0.082,0.054,15.954,-0.555,0.046,35.698,33.771
5,30.2,2,4.54,1.6,0.446575342,2.17E-05,1904,4,24.141,0.144,0.091,11.658,-0.12,0.449,40.743,30.936
9,50.44444444,1.777777778,2.931666667,1.666666667,0.44718417,9.13E-06,2036,5,23.215,0.173,0.096,16.63,-0.039,-0.311,38.663,19.017
8,53.375,5.375,1.206,2.125,0.618493151,2.25E-05,2663,6,18.708,0.088,0.061,25.048,-0.155,0.36,30.539,29.748
3,52.33333333,1,3.3,2.333333333,0.644748858,1.11E-05,2220,5,21.842,0.152,0.097,14.14,0.027,0.234,29.604,24.985
2,97.5,15.5,0.04,2.5,0,8.96E-06,1715,4,25.724,0.134,0.082,31.31,-0.302,0.837,34.507,33.959
2,38.5,1.5,2.165,1.5,0.497260274,1.28E-06,2951,7,16.844,0.106,0.054,16.392,-0.255,0.198,36.211,16.301
2,26,178.5,1.69,2,0.983561644,9.46E-06,3150,7,15.557,0.081,0.058,17.46,-0.44,-0.418,35.73,25.741
6,36.5,1,1.955,1.833333333,0.470319635,1.74E-05,2326,5,21.091,0.153,0.086,22.666,-0.367,0.186,26.875,28.202
4,914.75,1.25,2.736666667,1.25,0.465068493,4.61E-06,2339,5,21.015,0.097,0.074,23.044,-0.123,0.713,30.849,30.483
20,63.9,2.6,1.198571429,2.35,0.420821918,6.09E-05,1559,4,26.874,0.18,0.092,21.154,-0.113,1.02,30.336,30.987
1,50,1,3.51,2,0.956164384,4.52E-06,2670,6,18.663,0.12,0.079,18.14,-0.077,-0.152,27.336,28.375
4,28.25,1,2.935,1.25,0.778767123,1.74E-05,2904,7,17.155,0.102,0.068,23.838,-0.025,-0.053,23.951,24.358
1,64,1,0.91,3,0.238356164,4.29E-06,3071,7,16.027,0.101,0.07,8.055,-0.617,0.325,27.987,29.869
7,31,1.285714286,1.82,1.714285714,0.58590998,2.97E-05,2646,6,18.826,0.127,0.062,11.638,-0.522,0.502,35.336,26.614
4,34.25,1,5.983333333,1.5,0.540410959,1.31E-05,1692,4,25.894,0.169,0.098,14.589,-0.284,0.747,37.474,30.595
2,37.5,1,1.845,1,0.517808219,7.14E-06,2455,6,20.065,0.124,0.083,11.988,-0.227,0.124,34.556,30.217
2,65,2,0.13,5,0.246575342,9.82E-06,2075,5,22.887,0.123,0.072,8.292,-0.09,0.955,41.049,26.462
6,87.83333333,4.666666667,0.52,6.833333333,0.557990868,2.98E-05,1379,3,28.246,0.167,0.116,11.543,0.447,0.525,41.414,25.124
5,68.2,3.4,0.1625,3.2,0.418082192,2.25E-05,2249,5,21.671,0.095,0.068,8.699,-0.345,0.538,43.248,40.185
1,95,1,3.17,1,0.156164384,5.13E-06,2999,7,16.44,0.102,0.076,11.016,-0.748,0.039,30.612,29.301
1,39,3,0.18,3,0.24109589,2.82E-06,2682,6,18.608,0.098,0.071,10.462,-0.331,0.948,28.783,25.6
7,73.85714286,7.285714286,0.841666667,10.57142857,0.4962818,1.31E-05,2044,5,23.111,0.149,0.081,8.379,-0.036,0.435,38.367,32.64
1,109,2,0.1,1,0.490410959,4.20E-06,2922,7,17.06,0.089,0.055,6.079,-0.959,0.464,39.052,34
2,41,1,1.5,2.5,0.984931507,5.44E-06,2566,6,19.386,0.103,0.073,8.585,-0.532,0.967,30.375,31.447
7,112.2857143,2.285714286,1.575,1.285714286,0.539726027,1.30E-05,2415,5,20.411,0.116,0.068,10.177,-0.689,1.068,32.592,30.673
2,30,1,3.5,2,0.523287671,9.69E-06,2984,7,16.552,0.105,0.062,10.987,-0.561,0.139,35.128,25.373
2,37.5,1,1.15,1.5,0,1.07E-05,3258,7,14.789,0.072,0.057,4.379,-0.406,0.536,33.527,25.048
2,62.5,14.5,0.21,27,0.746575342,9.82E-06,1664,4,26.128,0.136,0.072,9.945,-0.322,1.409,40.204,36.113
2,55,1.5,0.44,1,0.235616438,7.59E-06,2309,5,21.183,0.105,0.061,5.868,-0.637,0.661,41.669,43.08
11,73.63636364,11.45454545,1.026666667,2.363636364,0.483437111,3.37E-05,2061,5,22.949,0.139,0.086,9.325,0.055,0.372,34.847,36.219
6,75.5,2.333333333,0.9225,3.166666667,0.510045662,2.27E-05,1754,4,25.375,0.135,0.067,12.084,-0.141,1.197,36.992,39.972
6,44.16666667,12.16666667,1.39,3.166666667,0.407305936,3.38E-05,1936,5,23.875,0.135,0.089,10.95,0.11,0.434,43.058,23.868
10,82.8,10.4,1.112857143,3.7,0.484657534,4.29E-05,2452,6,20.096,0.103,0.059,9.426,-0.166,0.868,38.786,26.022
8,55,1.25,2.281666667,4,0.401369863,3.93E-05,1597,4,26.623,0.155,0.096,6.005,0.168,0.676,39.911,38.329
6,48,4.833333333,0.945,2.166666667,0.382648402,3.52E-06,1954,5,23.751,0.151,0.081,8.812,-0.49,0.321,48.862,26.123
3,39,1,1.655,5.333333333,0.900456621,2.25E-05,2589,6,19.225,0.137,0.068,6.057,-0.166,0.426,34.705,25.576
9,38.55555556,5.111111111,0.7575,4.777777778,0.325722983,4.67E-05,2723,6,18.402,0.125,0.07,8.866,-0.609,0.568,31.54,27.872
7,82,4.714285714,3.046,1.857142857,0.11702544,3.32E-05,3230,7,14.958,0.075,0.066,8.567,-0.178,-0.426,34.55,26.382
3,35.33333333,7.666666667,0.12,2.333333333,0.294977169,1.12E-05,2649,6,18.802,0.128,0.065,9.787,-0.612,0.465,34.843,29.1
3,31.66666667,1.666666667,1.81,2.333333333,0.38173516,1.09E-05,2987,7,16.528,0.095,0.059,10.902,-0.544,0.332,34.362,27.701
2,350,1,0.24,3,0.998630137,8.00E-06,2895,6,17.234,0.059,0.037,5.771,-0.533,0.65,39.964,43.684
2,27.5,1,1.765,1,0.2,1.14E-05,2206,5,21.955,0.146,0.07,11.328,0.108,0.326,40.304,22.978
5,59.6,1.2,0.4775,1.2,0.189589041,1.93E-05,1373,3,28.32,0.174,0.116,5.553,-0.166,0.976,38.628,36.497
3,32.33333333,1,2.073333333,4,0.588127854,1.15E-05,2813,6,17.794,0.118,0.077,10.639,-0.303,-0.043,32.091,26.951
8,102.375,2.875,1.57,1.375,0.542123288,2.55E-05,2348,5,20.952,0.145,0.097,8.086,-0.054,0.593,28.066,23.138
6,106.3333333,3,0.3925,1,0.294977169,1.77E-05,3170,7,15.455,0.091,0.072,11.964,-0.302,0.195,28.849,19.644
18,87.11111111,1.888888889,0.76,5.166666667,0.200761035,4.06E-05,3104,7,15.821,0.083,0.058,6.798,-0.572,0.363,34.272,31.2
9,53.66666667,2.111111111,1.208888889,1.111111111,0.123592085,3.65E-05,2819,6,17.739,0.097,0.081,8.7,-0.359,0.287,25.527,38.087
