USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
2769,2769,0,119,1103,2.5,227319.2014,52,88.34615385,5.173076923,0.739090909,3.057692308,0.339199157,"POLYGON ((0.0003296508684028 51.54798768824821, 0.0006165916546369 51.54740288767585, 0.001765624435188 51.547678937610826, 0.0021813779317825 51.54699146033605, 0.0018897779326819 51.546118863850324, 0.003064702177316 51.54592595194389, 0.0034938353841856 51.546201118438304, 0.0037754023588201 51.54587004767187, 0.0044990404022026 51.545668174374654, 0.004489598650436 51.545392972214124, 0.0044734017742587 51.54475634552371, 0.0048064543165109 51.544806192758635, 0.0050975031577577 51.544190267659324, 0.00604398626867 51.54437529660924, 0.0065606274850179 51.54417786710663, 0.0052425982716052 51.54371055723406, 0.0044622377375023 51.54432741665176, 0.0037536996405348 51.5424908597402, 0.0033424974485266 51.54265075762012, 0.0003304593447847 51.54006731465448, -0.000305715733219 51.53970047032703, -0.0017032509062209 51.541046202768314, -0.0015256305956233 51.542367989628545, -0.0012897188692619 51.54251455203115, 0.0003775999668876 51.54311499629666, 0.000285373415106 51.54385853308271, -0.0002254941091417 51.54514863884618, -0.0007893834939291 51.5461145620529, -0.0014678905161519 51.54729367169529, -0.0010938250046951 51.547721849249974, 0.0003296508684028 51.54798768824821))",0.000228753,3536,1159,3,30.044,0.14,0.071,10.899,-0.243,1.269,49.212,47.787
2193,2159,34,136.7,823,2.6,161121.987,24,73.875,5.666666667,1.682105263,1.458333333,0.372488584,"POLYGON ((0.0087261211037071 51.54382456262547, 0.0090163214791095 51.54324931559293, 0.0092728062829846 51.542791153945664, 0.0097326984426743 51.54217908706522, 0.0098555291930609 51.54199784013685, 0.0105092974662507 51.54095973970035, 0.0076385624380262 51.539967872044116, 0.0073921134527131 51.53985879128782, 0.005647061390305 51.53912574935383, 0.0050495684281068 51.53927516070569, 0.0044362463859267 51.53945528855147, 0.0046984430042294 51.540010204416205, 0.0063033106927884 51.5404749975408, 0.0061600187948247 51.54080407900484, 0.005131600433844 51.54073426279677, 0.004773294284623 51.541119435639715, 0.0057645337573187 51.54155668264908, 0.0057137351452242 51.542207863097296, 0.0041058741003615 51.54197226326254, 0.0037536996388183 51.542490859740184, 0.004462237736451 51.54432741664932, 0.0052425982756806 51.543710557235656, 0.0065606274841071 51.54417786710717, 0.007886896609912 51.54430429009402, 0.0079344128846836 51.54453447976056, 0.008383201837374 51.54460322570643, 0.0087261211037071 51.54382456262547))",0.000148955,3537,1571,4,26.797,0.121,0.06,10.809,-0.291,1.064,44.213,52.45
2264,2195,69,88.9,1087,2,254826.4359,36,86.38888889,6,0.761935484,2.777777778,0.254946728,"POLYGON ((0.0037536996391868 51.542490859739694, 0.004105874101921 51.541972263262466, 0.0057137351430005 51.54220786309693, 0.0057645337551383 51.5415566826491, 0.00477329428465 51.541119435639246, 0.0051316004361016 51.54073426279581, 0.0061600187923832 51.54080407900217, 0.0063033106915195 51.54047499754229, 0.0046984430000797 51.54001020441549, 0.0044362463843449 51.53945528855215, 0.0050495684297749 51.539275160703134, 0.0056470613889467 51.53912574935368, 0.0048090927436218 51.53873410969965, 0.0051993589527708 51.53838784990251, 0.0047196607715411 51.53821866891742, 0.0045311089794365 51.538398992246975, 0.0035349802713508 51.53808595307761, 0.0037143050576259 51.537838964623944, 0.0019934070540109 51.537337079869005, 0.0019781386763246 51.537104484935696, 0.0009461548048302 51.53670374614755, 0.0007533045826946 51.53665999509102, 0.0020642869183061 51.53467333672778, 0.0015847919277681 51.53459570279966, -0.0029319369635743 51.535839140845255, -0.0035588265952642 51.536191289367245, -0.0030906877172176 51.53655155149589, -0.0037310319873563 51.53678463170674, -0.0031563853277289 51.53721633552825, -0.0028705835053948 51.536706425499496, -0.0020857922846016 51.53691250892906, -0.0020048857424564 51.53789756937767, -0.0011326752715441 51.538599477406535, -0.0007087842992814 51.53971634228427, -0.0003057157313276 51.539700470327354, 0.0003304593428598 51.54006731465679, 0.0033424974455023 51.54265075761952, 0.0037536996391868 51.542490859739694))",0.000141273,3538,585,2,35.297,0.194,0.097,10.21,0.643,0.895,52.994,40.129
1667,1664,3,248.8,442,3.8,66312.63362,3,31.33333333,2.333333333,2.05,1,0.683105023,"POLYGON ((0.0631920921832638 51.53614843409123, 0.0638738415110028 51.53444318274782, 0.062824659719873 51.534315560795484, 0.0624084557987062 51.53404673096966, 0.0615107670637386 51.534153526703555, 0.0610475430757798 51.534182296284165, 0.0597750035182615 51.5339663601993, 0.0587657497753721 51.53399452817085, 0.0582581497761069 51.53545403358419, 0.0581771440827465 51.53568390593781, 0.0585592793704239 51.5357370377538, 0.0587466108812657 51.53545377074888, 0.0592125127630191 51.53555110420232, 0.0605344594362083 51.535713247565695, 0.0617853928031907 51.53592853029544, 0.0621496809189023 51.535933763160706, 0.0631920921832638 51.53614843409123))",4.52E-05,3539,2047,5,23.076,0.147,0.064,21.996,-0.243,-0.161,46.879,25.728
1697,1697,0,53.2,484,3.5,316455.8791,1,45,1,0.86,1,0.101369863,"POLYGON ((0.0682817702263661 51.544287052208794, 0.0666928668613836 51.541146525905795, 0.0669281294733111 51.53985684431963, 0.068278704214746 51.53814519428305, 0.0676327271002882 51.537979965406436, 0.0648939868594676 51.5371433336274, 0.0665980906758208 51.538333986422, 0.0652021818918822 51.53873462867238, 0.0637208620143905 51.53833386884901, 0.0625228182794557 51.53901256874604, 0.0606952103346651 51.5387306457243, 0.0604717215674232 51.53931998836765, 0.0575373203420729 51.538885547601694, 0.0568536825178203 51.53945377201302, 0.0581173573046059 51.53960597588272, 0.0597929653430609 51.53985034796105, 0.0602552948444546 51.53992564513961, 0.0617696072894578 51.54016284898441, 0.0616207397127594 51.54127575985073, 0.0621660811852339 51.54169618779001, 0.0618722668582742 51.54213820953224, 0.060122220530017 51.54183030954037, 0.0591695344991273 51.54211867061192, 0.0597694695086575 51.54263342897612, 0.0599862241287326 51.54284824453555, 0.0619142088525115 51.54414425870232, 0.0652170626529016 51.54477290421552, 0.0652418626812886 51.544815120040546, 0.0682817702263661 51.544287052208794))",3.16E-06,3543,1331,3,28.623,0.14,0.082,17.968,-0.289,0.48,56.762,39.197
1672,1672,0,256.8,481,3.5,64172.33665,2,42.5,1,2.42,1.5,0.98630137,"POLYGON ((0.0565471343619383 51.53874894756527, 0.0568409849016174 51.53788424510388, 0.0571284074988503 51.53792355694421, 0.0571104460491517 51.537387735427174, 0.0574037059295921 51.53683041257236, 0.0576075558097638 51.535935452101256, 0.0555354217462167 51.5356510300405, 0.0556439797461478 51.53534014700194, 0.0552394340912271 51.53531977215112, 0.0551102317578518 51.53555974924823, 0.0546192670334954 51.53646017519931, 0.0543321230686134 51.53699166465381, 0.0540610240915208 51.53753985059186, 0.0537653860904321 51.53837878601398, 0.0565471343619383 51.53874894756527))",3.12E-05,3547,1546,4,26.957,0.163,0.069,17.232,-0.375,-0.109,49.609,46.276
1832,1832,0,110.6,727,2.5,163763.9968,9,57.22222222,4.666666667,0.70125,2,0.626179604,"POLYGON ((0.0052824911994187 51.53346099286528, 0.0057154400088792 51.5329502538505, 0.0060204580031337 51.53301570219628, 0.0069501735783604 51.53276803107715, 0.0068663281751224 51.532415910357116, 0.0076908867553035 51.532328428990034, 0.0079648306027642 51.5326880683544, 0.0083839568942901 51.53214682789267, 0.0087772296742678 51.53139910747977, 0.0092200367551585 51.53213190705074, 0.0095393576031139 51.53168205563488, 0.0092497615095344 51.5310672874156, 0.0096709639938114 51.530899264884056, 0.0099747894672711 51.53021247813279, 0.011932405799195 51.52999822675466, 0.0074178205617002 51.528940343023486, 0.0047816583698568 51.52830877655664, 0.0047361667026028 51.528298142397915, 0.0046873890527003 51.52856452928079, 0.0045281331108568 51.530097864247715, 0.0041784429550011 51.53139638099913, 0.0038338716617523 51.53205117777351, 0.0029202444547829 51.533147590601125, 0.0040020497678599 51.53282963125132, 0.0052824911994187 51.53346099286528))",5.50E-05,3549,1504,4,27.243,0.176,0.088,16.727,-0.198,0.266,44.495,37.668
2268,2268,0,165.7,749,3,137696.3521,16,47.4375,4.6875,0.363636364,4.1875,0.346917808,"POLYGON ((0.0107917985374578 51.53386484620118, 0.010617060790583 51.53359794480181, 0.0110544619099824 51.53359354903216, 0.0123334721217354 51.53367286233877, 0.0123471663533436 51.533297147817336, 0.0136068525248971 51.532762948484034, 0.0131520260367516 51.5322581645386, 0.0126370880265368 51.53221269441779, 0.0127654985582967 51.53185480420561, 0.0141451776802561 51.53265147748966, 0.0148289870415326 51.53228379503774, 0.0166584601884395 51.531151464386, 0.0138650219868255 51.53047794029764, 0.0119324057988404 51.529998226755275, 0.0099747894658758 51.53021247813357, 0.0096709639938539 51.530899264884624, 0.0092497615079148 51.5310672874161, 0.0095393576050709 51.531682055636395, 0.0092200367524045 51.53213190704987, 0.0089642875119188 51.533027936602466, 0.0083512088693417 51.533402331937964, 0.0107917985374578 51.53386484620118))",0.000116198,3550,2344,5,20.975,0.121,0.07,14.515,-0.477,-0.061,45.727,28.393
1945,1945,0,49.1,611,3.2,393283.2824,28,60.25,2.25,0.926086957,3.142857143,0.185029354,"POLYGON ((0.0190033187773146 51.541180898141924, 0.0192255023293297 51.54094691572491, 0.0199616809386646 51.54141250703786, 0.0211950059847385 51.54137683011265, 0.0211192183959453 51.54035802626517, 0.0220146927467869 51.54035103837983, 0.0219829936380395 51.539277069226166, 0.0218841003586295 51.53843967712886, 0.0225793185202684 51.538162255501625, 0.0221001586818857 51.53688850356756, 0.0216752722839582 51.53686623227139, 0.0185369534885186 51.537017318192596, 0.0184604018451722 51.536546772363174, 0.0179613412730818 51.53451199135676, 0.0169017020281635 51.53524530369311, 0.0172077870323745 51.53653820342447, 0.016061337256381 51.53662473740173, 0.0155382617201663 51.53669295193093, 0.0150806261077082 51.53669695646547, 0.013696581317019 51.5368434379116, 0.0124768654066731 51.53695351422107, 0.0122766944963944 51.53632561873929, 0.0118190437827383 51.53624058351383, 0.0110509910112496 51.536531222055764, 0.0112267490270527 51.53701261608728, 0.0119668890487856 51.53687362177392, 0.0118407746655188 51.537181670003676, 0.0103315345398634 51.53719254517914, 0.0095203025911173 51.537207002727065, 0.0112594269097007 51.538869821236545, 0.0112965623627286 51.53955607029091, 0.0108643680279021 51.53956570999031, 0.0106770221509896 51.540515298891535, 0.0109549151998782 51.54057682918819, 0.0112219318181703 51.53990791939859, 0.0133249194272072 51.54081381601735, 0.0133732518066585 51.541128943331856, 0.017259717881699 51.54151721173377, 0.0194047807140393 51.54143379469345, 0.0190033187773146 51.541180898141924))",7.12E-05,3553,1842,4,24.619,0.128,0.083,10.884,-0.495,1.066,43.47,28.078
1841,1839,2,195.6,593,3.1,93039.9659,10,52.7,2,1.17,4.7,0.453150685,"POLYGON ((0.0136965813133538 51.53684343791178, 0.0150806261091536 51.53669695646494, 0.015538261717619 51.536692951931606, 0.0160613372571435 51.5366247374015, 0.0172077870340707 51.536538203424335, 0.0169017020269522 51.535245303692754, 0.0179613412760112 51.534511991355124, 0.0178712061725187 51.53416865517601, 0.0177654614295406 51.53379672996219, 0.0175715422560889 51.53335848060898, 0.0173337579053545 51.53389774193863, 0.0169971728526618 51.53365071024568, 0.0163696607701371 51.53373995982351, 0.0155882312407615 51.53431044953273, 0.0152439274088418 51.534027583829726, 0.0152778447359061 51.53439100617621, 0.0144053705432915 51.53451622453114, 0.0139502488227171 51.533721822023736, 0.013576323274782 51.53384656690922, 0.0143029734674899 51.53546678072553, 0.0130451542726378 51.535656221273356, 0.0130566145774266 51.535317262117175, 0.0122573083608372 51.53543362781711, 0.0117419211904562 51.5355259197987, 0.0117350880600961 51.535885014893225, 0.0108235583240128 51.53607373478197, 0.0110509910144715 51.536531222057704, 0.0118190437817405 51.53624058351374, 0.0122766944942589 51.53632561873776, 0.0124768654063964 51.536953514222226, 0.0136965813133538 51.53684343791178))",0.000107481,3555,2203,5,21.981,0.11,0.064,9.125,-0.065,0.438,46.459,31.294
1611,1611,0,60.2,590,2.7,266730.6719,6,28.66666667,1.166666667,1.173333333,3.166666667,0.269406393,"POLYGON ((0.083753336559575 51.587972229755756, 0.0856197868403312 51.587136412531144, 0.0859616985150628 51.58727755442981, 0.0868568769378395 51.58693089644986, 0.0869028470564663 51.5868784339355, 0.0862858709463574 51.586480363413386, 0.0846974766601484 51.586721062520795, 0.0847601561378893 51.586336357137924, 0.0834414610114898 51.58543169675102, 0.0826458257230193 51.585445820324736, 0.082870813974561 51.585148494762414, 0.082625995452597 51.58532942928778, 0.0820760147758207 51.58508671043338, 0.081637607715873 51.58451804851288, 0.0824375957536977 51.58420959588623, 0.0841615532246932 51.58451730306941, 0.0837541472093107 51.58420483939457, 0.0840482801317169 51.58413527328537, 0.0838108174062572 51.583773865843696, 0.083078678242008 51.58379329472918, 0.0826165772946506 51.58236839587322, 0.0822395251761252 51.58167257869305, 0.0812332501179348 51.581685214974534, 0.0809334615644618 51.58142349402444, 0.0805333345934137 51.580816146041364, 0.0762238460646946 51.58247686042532, 0.0764624177204998 51.58267696160205, 0.0759176218224378 51.58296140799256, 0.077443368434085 51.58416714034059, 0.0794714231697707 51.586202564920185, 0.0802803330458422 51.58683960317229, 0.0807880017505792 51.58804245534043, 0.083753336559575 51.587972229755756))",2.25E-05,3556,2825,6,17.693,0.139,0.093,12.109,-0.773,-0.032,29.089,18.616
1758,1758,0,16.9,665,2.6,1033478.897,3,60,3.333333333,1.655,17.33333333,0.309589041,"POLYGON ((0.09670541759855 51.587648431560574, 0.0977443229791381 51.58622355011851, 0.0994161264625132 51.585178375923356, 0.1005106045056849 51.583645676854516, 0.0973990576023406 51.583056764093584, 0.0969972097767087 51.5837024998893, 0.0961188308281339 51.5862900337212, 0.093650611990971 51.58612388363256, 0.0951761835518819 51.58243101509312, 0.0918641588477455 51.58144994700923, 0.0919865892200135 51.58023974810773, 0.0926104188672712 51.579994814357335, 0.0929349967292267 51.58018379838734, 0.0934858375818356 51.58021193023384, 0.0936880355107162 51.57979642086469, 0.0932503841076339 51.579601443602975, 0.0928699830558828 51.57967544050967, 0.0924739673917582 51.57922387539007, 0.0929207945300544 51.57841497131662, 0.0921279676738143 51.579307714943305, 0.0912100839058702 51.57908247906902, 0.0911700020440288 51.5781726194694, 0.0903980395521357 51.5778496789049, 0.0901111188316826 51.57723799870873, 0.0893921475604682 51.57728038039292, 0.0889583945714733 51.57841422304431, 0.0884050479989984 51.57810108212666, 0.0870639654594032 51.578438221770725, 0.087422859106426 51.578844197791256, 0.087124256609828 51.57906736647803, 0.08777008725253 51.57943039607227, 0.0870892850412776 51.57959626437914, 0.0867861366408203 51.580209930778814, 0.0870041475081077 51.580682549305266, 0.084628267731838 51.58117797771718, 0.084604106345612 51.58154067742289, 0.0841380469369401 51.581575439602105, 0.0843461599082792 51.58254283643048, 0.0842356873765865 51.58232001748436, 0.0826165772894725 51.582368395873885, 0.0830786782371475 51.58379329472833, 0.0838108174043294 51.58377386583903, 0.0840482801348808 51.58413527328579, 0.0837541472041892 51.584204839398176, 0.0841615532296626 51.584517303069056, 0.082437595754436 51.58420959588312, 0.0816376077084936 51.58451804851695, 0.0820760147714067 51.58508671043069, 0.0826259954577843 51.585329429288315, 0.0828708139727214 51.585148494760055, 0.0826458257135889 51.58544582032365, 0.0834414610052245 51.585431696749865, 0.0847601561401908 51.58633635714202, 0.0846974766599803 51.5867210625202, 0.08628587095177 51.58648036341453, 0.0869028470544332 51.58687843393838, 0.0868568769316533 51.58693089644576, 0.0874850348967118 51.58694188181955, 0.0887730270156265 51.58664668209089, 0.0898826564679443 51.591618261455494, 0.0910308468922807 51.59542011106202, 0.0954233913086186 51.59667706805528, 0.0943261383799581 51.58994280612246, 0.0950184637133131 51.58844352458686, 0.09670541759855 51.587648431560574))",2.90E-06,3557,2429,6,20.275,0.126,0.092,12.831,-0.285,0.383,34.124,20.874
1771,1771,0,2.9,648,2.7,6111974.795,6,25.5,16.83333333,1.465,2.5,0.500913242,"POLYGON ((0.1279513249894554 51.582597099218276, 0.1276502391781817 51.58170823954846, 0.1276391489335792 51.58163737997337, 0.1251322996268292 51.5818195337861, 0.117516205289507 51.58236866505749, 0.1134867807847122 51.58250057221447, 0.1094244735272046 51.582054484155904, 0.1086245048014714 51.58189287483135, 0.1058540979004598 51.58110464919774, 0.1024948801460782 51.5795078630287, 0.1022003808127374 51.57989662483099, 0.1013948794558219 51.57980734910617, 0.1017569602501085 51.58160468528544, 0.1009586105156866 51.581680159626266, 0.1013211875260958 51.58296860839356, 0.0994321389357963 51.58290325892318, 0.0992746159387568 51.58245703534337, 0.0979242677470122 51.582168230470835, 0.0968261152583035 51.58242805400638, 0.0969972097772993 51.583702499892276, 0.0973990575855329 51.583056764094145, 0.1005106045002618 51.583645676856314, 0.0994161264685173 51.58517837592638, 0.0977443229720015 51.58622355012538, 0.096705417590974 51.58764843156094, 0.0950184637157314 51.58844352458442, 0.094326138373011 51.589942806112795, 0.0954233913090982 51.59667706806084, 0.1012481391083788 51.59834335659253, 0.1094658240707853 51.60068943741097, 0.1140918138621927 51.60200429173573, 0.1174114541580497 51.60343134424295, 0.1290549730250767 51.60848478811264, 0.1325055191875451 51.605838274663775, 0.1351781328982437 51.60470240806916, 0.1365900437744896 51.60372742221454, 0.141899270952357 51.59657949266797, 0.1347745874769865 51.592555244764156, 0.1331731190709229 51.59177387848738, 0.1295286337879579 51.59005797198874, 0.131013333713535 51.587506568540654, 0.1279609107141504 51.586952352744326, 0.1263980210595036 51.58670438235441, 0.1266692596425143 51.58608254716392, 0.1272771953737049 51.583931615337484, 0.1276809526807525 51.583922604337275, 0.1280370516694234 51.58326066586849, 0.1279513249894554 51.582597099218276))",9.82E-07,3558,2811,6,17.809,0.091,0.063,11.459,-0.753,0.829,32.46,29.361
1695,1689,6,55.6,542,3.1,308651.5398,5,30.4,2.4,0.17,12.6,0.646575342,"POLYGON ((0.0964133432273745 51.58106254914236, 0.0975218248096938 51.579283118738296, 0.096760486678203 51.579343209047195, 0.0953499010768651 51.57881592176299, 0.0936445229783723 51.5780898335083, 0.0952470074245959 51.57685699818809, 0.0939778516361815 51.5761984026777, 0.0938809246746783 51.576857499300125, 0.0929098530987781 51.57690019250201, 0.0928345932487942 51.577487157815995, 0.0914919349575551 51.577011193414755, 0.0919763109119726 51.57570349938358, 0.0894479240538276 51.57562702321165, 0.0891823345337078 51.57537288843103, 0.0887588973583849 51.57607454670521, 0.0881490550962836 51.576952306462886, 0.0869571726595711 51.57726279737142, 0.088038063056794 51.57751486849855, 0.0869356203815956 51.577621845426826, 0.0863480765498612 51.578655509676125, 0.0863906860697976 51.57920480818815, 0.0853487129685687 51.57979213643014, 0.0867861366483204 51.580209930780185, 0.0870892850348342 51.57959626437716, 0.0877700872427388 51.57943039607693, 0.0871242566148029 51.579067366480146, 0.087422859108695 51.578844197792705, 0.0870639654568556 51.57843822177685, 0.0884050479950779 51.578101082127894, 0.0889583945706978 51.57841422304139, 0.0893921475574624 51.577280380397774, 0.0901111188385241 51.57723799870802, 0.0903980395466868 51.577849678903675, 0.0911700020515183 51.57817261946518, 0.0912100839003577 51.57908247906728, 0.0921279676777221 51.57930771494013, 0.0929207945309258 51.5784149713141, 0.092473967390613 51.57922387538892, 0.0928699830568655 51.57967544050977, 0.0932503841094179 51.579601443603124, 0.0936880355055379 51.57979642086868, 0.0934858375736522 51.580211930232366, 0.0929349967267699 51.58018379839098, 0.0926104188715248 51.579994814354855, 0.0919865892276893 51.58023974810648, 0.0918641588539101 51.581449947005126, 0.0951761835434361 51.58243101509231, 0.0936506119955466 51.58612388363925, 0.0961188308219391 51.586290033724005, 0.0969972097790818 51.583702499892155, 0.0968261152598567 51.58242805401513, 0.0968344305589421 51.58155804117155, 0.0969726694223536 51.58128128433857, 0.0964133432273745 51.58106254914236))",1.62E-05,3560,2985,7,16.546,0.127,0.083,10.483,-0.752,0.1,27.856,20.657
2610,2506,104,103.2,910,2.8,254890.5636,16,51.25,1.8125,1.5625,6.25,0.420034247,"POLYGON ((0.0805643642331331 51.5788531490514, 0.0826456011959216 51.57769320270868, 0.0829883095791949 51.577756012467646, 0.082972951036077 51.57840206824361, 0.0835200095283067 51.57845699518886, 0.0840475703920475 51.57822106453061, 0.0840093152221251 51.57777481614406, 0.0855827033623612 51.57864834277527, 0.0863480765545802 51.578655509676835, 0.0869356203774828 51.57762184542783, 0.0880380630587553 51.577514868499954, 0.0869571726604075 51.57726279737218, 0.0881490550994502 51.57695230646493, 0.0887588973582524 51.57607454670914, 0.0891823345279067 51.57537288843097, 0.0894479240521651 51.57562702321474, 0.0896421913630628 51.57486675571035, 0.0878625142978174 51.5744476775628, 0.0877411528398668 51.574415781647744, 0.0861056462928442 51.57400816730483, 0.0840399945909814 51.57359616590154, 0.082537302921326 51.573701199773694, 0.0800921550433115 51.57412976551901, 0.0813220150733059 51.57396365058649, 0.0816263615109815 51.57462371098863, 0.0810825452507675 51.57478750122544, 0.0814588629689367 51.57531764501558, 0.0804564590131927 51.575605383248245, 0.081451986959668 51.576816632896495, 0.0801780184078585 51.57690882832074, 0.0797785965374812 51.57725088628123, 0.0804942050466658 51.5777901174472, 0.0796321432805773 51.578294052838054, 0.0805643642331331 51.5788531490514))",6.28E-05,3563,2560,6,19.419,0.107,0.055,8.672,0.056,0.188,29.573,47.843
1513,1513,0,78.1,580,2.6,196784.5665,2,48.5,2.5,3,25.5,0.224657534,"POLYGON ((0.076978136521621 51.584366658948916, 0.0774433684291195 51.584167140339815, 0.075917621818979 51.58296140799044, 0.076462417725255 51.582676961602694, 0.0762238460663197 51.58247686042403, 0.080533334592303 51.58081614604108, 0.0810360604743859 51.58063722462898, 0.0807852192747833 51.58026037416123, 0.080511735480643 51.580407748542164, 0.0792028630339768 51.58020520481218, 0.0788482255143942 51.579901231648904, 0.0782088568580674 51.58013078260196, 0.0779701113335338 51.579616366787704, 0.0771371309858484 51.57945028115098, 0.0769381814837276 51.579178383887545, 0.0773783072566821 51.57900518136599, 0.0770551407825767 51.57874930510638, 0.0752583172255239 51.57943977510819, 0.0739836599812428 51.57986454495346, 0.0740152148739245 51.58056261927856, 0.0734108500476371 51.5803506142521, 0.0736243753053702 51.58081747277243, 0.0738916606304246 51.58129835356686, 0.0743773774039843 51.58112718049564, 0.0749146027297983 51.581702439946355, 0.0744803256016935 51.581863479338836, 0.0738874878326084 51.581646389874926, 0.0723383886653531 51.583030104731506, 0.0728979812149533 51.58350950304002, 0.0723926847334036 51.58397051652986, 0.0729467089589015 51.58451124404359, 0.0736636989089848 51.58428337239209, 0.0753484970722552 51.585966538529014, 0.0762058097658137 51.584976216898966, 0.0772216782544019 51.58472606580322, 0.076978136521621 51.584366658948916))",1.02E-05,3568,3037,7,16.216,0.134,0.084,6.832,-0.333,0.077,23.381,20.086
1563,1563,0,66.7,603,2.6,232097.1493,4,50.5,1.75,0.41,1.5,0.72260274,"POLYGON ((0.0390121708849175 51.60618549204082, 0.0395349346916224 51.6061281097989, 0.0396617329586522 51.606259878050196, 0.0399512960624495 51.60617298597138, 0.040060815248276 51.60607585078039, 0.0398154924113603 51.60563347927046, 0.0401778357422515 51.605462481849166, 0.0407154874896883 51.60539336991807, 0.0405044005277678 51.60501858640229, 0.0415896674541472 51.60512592449896, 0.0416341042995065 51.60496111746998, 0.0419669236116908 51.60454661372958, 0.0414424408790777 51.604065236093255, 0.0421967677243338 51.603771265068985, 0.0413151738107424 51.60272367593744, 0.0404854799936224 51.60152187202743, 0.0395830297318376 51.60174451430549, 0.0391994806018965 51.60184029578237, 0.037961005099633 51.60215331185477, 0.0370128808865522 51.602403318379324, 0.0363140663283372 51.602573957608904, 0.0321913010386565 51.60360176027461, 0.0329359755329852 51.60495722163801, 0.0334816718924072 51.604182804482946, 0.0342082944973331 51.60414178729012, 0.0345812504661745 51.60532660738966, 0.0351170962607519 51.60517950575456, 0.0354836156174477 51.60552453545054, 0.0358617727822574 51.60621383242327, 0.0359344430677557 51.60635971766633, 0.036853741211275 51.607815872938225, 0.038051427532936 51.60738405758581, 0.0372072950412066 51.606492384840394, 0.0389663266627213 51.606197286415444, 0.0390121708849175 51.60618549204082))",1.72E-05,3572,2750,6,18.26,0.125,0.082,11.037,-0.345,0.64,23.687,23.925
1935,1902,33,92.9,651,2.9,208057.8603,4,38.5,1,0.543333333,1.5,0.464383562,"POLYGON ((0.1294185759425627 51.573980973901115, 0.1299406278160138 51.57305607132751, 0.1309083889401882 51.57343989119527, 0.1315594036238833 51.57183508814165, 0.1307878927500627 51.571727816435896, 0.1290543388068028 51.57251115274172, 0.1289043120935281 51.57192098238237, 0.1281405073778094 51.57153399557141, 0.1276008922193766 51.57192530868116, 0.126942366658099 51.57161608983363, 0.1262670819056722 51.57168073915042, 0.1259497484469595 51.57134096079802, 0.1269657604758586 51.57047975449821, 0.1257497346914084 51.569960500535224, 0.124002651426506 51.569773904876634, 0.1240280917746845 51.569376414137, 0.123184721231976 51.56923880208692, 0.1223221952885197 51.56968896418624, 0.1224038980443754 51.57030944307523, 0.1221594036448674 51.57042198542921, 0.1216774362397595 51.571266811958225, 0.1211146382767245 51.571261394257164, 0.1210320858183696 51.57224080315878, 0.1217301715803009 51.57228738080535, 0.1222750356454257 51.57366628587462, 0.1228198989939904 51.57355995504149, 0.1242046133290851 51.57379360649218, 0.1253377033227553 51.573012750082135, 0.1254827931705021 51.573296630960364, 0.1260146040352147 51.5732111330358, 0.126694465730735 51.574261476932726, 0.1285131743074586 51.5740944520402, 0.1294185759425627 51.573980973901115))",1.92E-05,3579,2786,6,18.026,0.139,0.085,9.502,0.13,0.272,20.24,19.797
1859,1859,0,101.7,741,2.5,183047.96,5,31,1.4,0.896,1.6,0.829041096,"POLYGON ((0.1298499139338269 51.571597185866956, 0.1300252627659629 51.570756272945474, 0.1304648223202828 51.57048866215027, 0.1300523977105612 51.569356803079536, 0.1297337262978311 51.56890127721841, 0.1296766296306725 51.56810139099017, 0.126518270196664 51.567693941177254, 0.124375919229157 51.567388670410196, 0.1227688152688289 51.56716197758851, 0.1219851033317473 51.56868629908756, 0.1220879867191443 51.56905743077295, 0.1230392841453473 51.56921445558674, 0.1231847212352146 51.569238802088094, 0.1240280917730009 51.56937641413859, 0.1240026514236092 51.56977390487594, 0.125749734688351 51.56996050053523, 0.1269657604750047 51.57047975449975, 0.1259497484474302 51.57134096079839, 0.1262670819026089 51.57168073914839, 0.1269423666582266 51.57161608983419, 0.1276008922209382 51.57192530868007, 0.1281405073771784 51.571533995572324, 0.1289043120920635 51.57192098238421, 0.1290543388084164 51.5725111527417, 0.1307878927520471 51.57172781643713, 0.1298499139338269 51.571597185866956))",2.73E-05,3580,2779,6,18.066,0.135,0.072,10.301,-0.304,0.444,26.54,25.999
