USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
1933,1922,11,47.7,828,2.3,411235.4866,2,42.5,1.5,0.84,1,0.120547945,"POLYGON ((-0.1199289801571181 51.33414553457707, -0.1210103168325468 51.333232954024965, -0.1201481295063334 51.33316965790486, -0.1211796678642631 51.33228835371916, -0.1205373688142396 51.332005144087276, -0.1208486913238699 51.331457353576624, -0.1207180697426915 51.33044040434172, -0.1197614210310677 51.3306666855967, -0.1187820277719717 51.33067649715366, -0.1188164214929694 51.33040258087358, -0.1192321418618702 51.32992417802559, -0.1185947002833105 51.32965208751324, -0.1183846909518926 51.32858093713858, -0.1210816733073218 51.32775155093726, -0.1210658852206904 51.32715805258876, -0.1205714277638976 51.326750200269, -0.117369732574579 51.327638431420986, -0.1167830078805093 51.32741874662451, -0.1165752408913424 51.32679929134524, -0.1173366205812055 51.326413476801314, -0.1185255242528467 51.326226252948814, -0.1192801019837214 51.325959048398325, -0.1192287802766744 51.3251905906486, -0.1200343728303732 51.324886251026584, -0.1208476112813868 51.325851810340936, -0.1214173191336665 51.32570147240259, -0.1226999286019039 51.32665019427443, -0.1230674560553463 51.32781959847302, -0.1240570981793027 51.32780790119637, -0.1240254051276282 51.327224040754174, -0.124636399485374 51.32725843972579, -0.1250894665772079 51.326668402472016, -0.1272595687856052 51.32374530921517, -0.1264381574897021 51.32499455071212, -0.127845182364793 51.32543106196331, -0.1289573999376574 51.32477091618523, -0.1283491355069043 51.32550749830157, -0.1286098717856141 51.325646466849506, -0.1294181326118297 51.32600961255946, -0.1304898096490343 51.326491220162765, -0.1297534635587681 51.326911826867345, -0.1269017795673584 51.329069688817185, -0.1250889297676835 51.331297957245646, -0.1248441349648508 51.33158051190688, -0.1223462431000985 51.3336756371499, -0.1222739124179148 51.33373588916896, -0.1214456772597189 51.33353954134619, -0.1204738832682192 51.334346321276534, -0.1199289801571181 51.33414553457707))",4.86E-06,1055,2737,6,18.325,0.114,0.067,12.592,-0.317,-0.389,39.663,27.057
1606,1606,0,88.3,612,2.6,182219.4403,5,43.4,1.2,0.38,1.2,0.663561644,"POLYGON ((-0.1189169497761362 51.4150378620461, -0.118921979564361 51.41468831687588, -0.1196295339541558 51.41456617559739, -0.1189921640977384 51.414014121023705, -0.1214899630747222 51.41358943545472, -0.1224129678948415 51.41386965439277, -0.1225150045970492 51.413355649721474, -0.1232377620978225 51.413410723971545, -0.1231747443183591 51.41271481559159, -0.1236197602503087 51.412341120296745, -0.1227740603276906 51.41184774584322, -0.1244251738058971 51.411857222431685, -0.1246482280525686 51.41159110205114, -0.1237466434424298 51.4101783111963, -0.1231618968865005 51.4102871563231, -0.1229318849318796 51.40984183338559, -0.1229139274003501 51.409468197082326, -0.124039553536218 51.40920874374839, -0.1250357496694796 51.409920242518666, -0.1251927037890161 51.40963968242485, -0.1265802194926704 51.40957072223157, -0.1278674594597913 51.40983664022138, -0.1289972847803502 51.409648554235204, -0.128979882461728 51.409217132153685, -0.1300867961635285 51.409212318093765, -0.1314124797702517 51.40921517266602, -0.1312587078463196 51.40950471235024, -0.1294781856819077 51.409574685684206, -0.1278626015778134 51.41174140637463, -0.1277245317434614 51.412074554935174, -0.1278087543989513 51.41231538401033, -0.127644638432727 51.412388093586095, -0.127594228998567 51.41241042630769, -0.1269375077101648 51.41270741790502, -0.126274423137455 51.41292699420631, -0.1257720547612205 51.41269142867707, -0.1250359697581076 51.41328427597547, -0.124493668365167 51.413314374788655, -0.1241686938011005 51.41464416125947, -0.1230651294063389 51.415032339975205, -0.1229959818616258 51.415029254124754, -0.1225850555996112 51.415030297699595, -0.1189169497761362 51.4150378620461))",2.74E-05,1066,2679,6,18.622,0.119,0.061,10.46,-0.838,0.487,29.51,41.293
1750,1745,5,76,603,2.9,224996.0269,4,54.75,1.75,0.28,1,0.223287671,"POLYGON ((-0.1192749995192689 51.40841601005212, -0.1163304739305861 51.407357453966405, -0.115960246067334 51.40780252118507, -0.1155514068595095 51.40770575087926, -0.1159911236205 51.40714924972737, -0.1137346299187534 51.40567798749904, -0.1125622005699147 51.40626674542521, -0.1105609188477562 51.4049462919915, -0.1137726057887624 51.40290414783646, -0.1180825389723615 51.40201014715538, -0.118405756291512 51.40317367624186, -0.1170144758771146 51.403514398921864, -0.1171830004570377 51.40381952177333, -0.1186576782768046 51.40352119660843, -0.118671701790481 51.403963196281495, -0.1186265586371396 51.40398940460399, -0.1188502795163397 51.404829144745484, -0.1172326001236214 51.40540611542015, -0.1174388957110224 51.405701296199126, -0.1182738685818657 51.40640388796884, -0.1196095862146253 51.40674763540931, -0.1203715048386778 51.407781336888576, -0.1200052261938528 51.40813029434933, -0.1192749995192689 51.40841601005212))",1.78E-05,1067,2965,7,16.705,0.082,0.057,8.167,-0.597,0.91,31.491,27.58
2195,2163,32,58.4,848,2.6,374489.3975,23,46.86956522,1.217391304,1.25,14.30434783,0.686599166,"POLYGON ((-0.1189921640921775 51.41401412102561, -0.1173283889521909 51.41286246654537, -0.1163810738191288 51.41282332368205, -0.1166917848549713 51.41256280866419, -0.1157870649530882 51.41215621236707, -0.1166848876304093 51.411528981012594, -0.1153982148176507 51.41030441979007, -0.1150390090613233 51.4099894383526, -0.1155935306550873 51.40971588742101, -0.1148824857906191 51.40928291973668, -0.1154710401792161 51.40880046836578, -0.1155319530017443 51.40874969503707, -0.1133851338474987 51.40759251532312, -0.110018271846909 51.4053464568707, -0.1105609188456767 51.4049462919907, -0.1125622005708913 51.40626674542258, -0.1137346299203967 51.405677987499345, -0.1159911236183228 51.40714924972955, -0.1155514068583662 51.40770575087832, -0.1159602460629664 51.407802521184976, -0.1163304739309852 51.407357453965666, -0.1192749995215844 51.408416010050125, -0.1200052261919554 51.40813029434842, -0.1203715048350744 51.407781336889784, -0.1196095862186976 51.40674763541058, -0.1207974629068485 51.40641706403325, -0.1217083890260641 51.40679089859567, -0.1222731403718474 51.408086656919785, -0.1226183547750127 51.408380034316686, -0.124180150801711 51.40801881814658, -0.1245459092006862 51.40822928249431, -0.1224050249403125 51.408672133700016, -0.1227759197683277 51.40912259233319, -0.1221780673857285 51.40915500067667, -0.1222513860261552 51.409470918993314, -0.1229135721810704 51.410857405881146, -0.1222113295023856 51.410768000341974, -0.121606953977509 51.41136461833861, -0.1227740603257781 51.41184774584209, -0.1236197602489412 51.412341120297704, -0.1231747443184152 51.41271481559348, -0.1232377620944177 51.413410723970735, -0.1225150045969145 51.41335564972072, -0.1224129678961519 51.41386965439554, -0.1214899630767786 51.413589435455435, -0.1189921640921775 51.41401412102561))",6.14E-05,1068,1923,4,23.96,0.114,0.078,17.525,-0.569,0.782,39.793,39.387
1709,1709,0,109.8,592,2.9,155939.7137,3,44.66666667,2.666666667,2.056666667,1.666666667,0.38173516,"POLYGON ((-0.1300867961622004 51.40921231809513, -0.1300195875508086 51.40854619329766, -0.1289484422981818 51.40859559681028, -0.128603609366285 51.40709055462389, -0.129817331136336 51.40690853993267, -0.1297772480651119 51.40680341445532, -0.1293886438945355 51.40581428645613, -0.128667173675263 51.406225288060455, -0.128072879313983 51.40600295782765, -0.1278141006196494 51.406049029880414, -0.127579309734937 51.405799293087384, -0.1255713904390533 51.40608232300378, -0.1254497370034356 51.40571732489558, -0.1285514575458717 51.40530465918348, -0.1285012551052118 51.40494424058063, -0.1280762000436556 51.40406151135684, -0.1284894934862874 51.403128765168105, -0.1280652674885007 51.40312751964859, -0.1277462506251585 51.402622610295424, -0.1287450633343611 51.4022799455036, -0.1292900324070975 51.402601528765416, -0.130495794528292 51.403266418172, -0.1315326635137277 51.404926185602115, -0.1314173989909257 51.40506189952738, -0.1320647157095419 51.406311201953265, -0.1321744574786002 51.40657640923873, -0.1324807830863599 51.408405758538024, -0.1319635527187522 51.40850282783533, -0.1320892242633472 51.409170782498926, -0.1314124797707017 51.409215172665405, -0.1300867961622004 51.40921231809513))",1.92E-05,1069,3051,7,16.133,0.119,0.074,14.939,-0.635,-0.309,28.531,23.44
1907,1891,16,121.4,715,2.6,157587.9293,8,113.75,1.5,1.286666667,2,0.231164384,"POLYGON ((-0.1216069539795876 51.411364618337224, -0.1222113295045649 51.41076800034458, -0.1229135721806482 51.41085740588032, -0.1222513860282959 51.40947091899182, -0.1221780673807969 51.40915500067785, -0.1227759197658431 51.4091225923333, -0.1224050249404782 51.408672133699454, -0.1245459092005938 51.40822928249178, -0.1241801508032598 51.40801881814731, -0.1252873821854176 51.40781430952618, -0.1251495141182648 51.40756480546684, -0.1262815009922491 51.40742862319363, -0.1258690487985394 51.40668372951003, -0.1248314410648006 51.40684568019558, -0.1246808667291851 51.40665102533468, -0.124954347784462 51.40658208425554, -0.1278141006161364 51.40604902987914, -0.1280728793152038 51.40600295782784, -0.1286671736738665 51.40622528806006, -0.1293886438937206 51.40581428645723, -0.1297772480656728 51.40680341445572, -0.1298173311383919 51.406908539932104, -0.1286036093708955 51.40709055462356, -0.1289484422977652 51.408595596811224, -0.130019587546864 51.40854619329769, -0.1300867961594893 51.4092123180966, -0.1289798824642797 51.40921713215413, -0.1289972847846271 51.409648554234025, -0.1278674594586914 51.40983664022271, -0.1265802194950193 51.40957072223068, -0.1251927037877604 51.40963968242551, -0.1250357496690606 51.409920242520506, -0.12403955353752 51.40920874375141, -0.122913927403411 51.40946819708234, -0.1229318849330154 51.40984183338477, -0.1231618968866483 51.4102871563205, -0.1237466434407936 51.41017831119904, -0.1246482280567355 51.4115911020514, -0.1244251738086917 51.411857222432396, -0.1227740603245526 51.4118477458416, -0.1216069539795876 51.411364618337224))",5.08E-05,1070,1310,3,28.744,0.167,0.092,16.224,0.352,0.644,37.188,42.395
2287,2287,0,128.1,922,2.5,180911.9941,10,42.9,2.1,1.215714286,1.3,0.261917808,"POLYGON ((-0.1222731403714979 51.40808665691856, -0.1217083890261973 51.40679089859823, -0.1207974629059502 51.406417064036084, -0.1196095862185104 51.40674763541101, -0.118273868577803 51.40640388796927, -0.1174388957094669 51.40570129619958, -0.1172326001237052 51.405406115420874, -0.1188502795167194 51.40482914474541, -0.1186265586347166 51.4039894046018, -0.1186717017887995 51.40396319628259, -0.119372498425608 51.403867162485675, -0.119411385375618 51.40355779982423, -0.1204343161901141 51.40362729546229, -0.1202661503500656 51.40408011328473, -0.1210883986089527 51.40445296224185, -0.1207006728357354 51.40471211881799, -0.1244904373809287 51.40394930328948, -0.1246931748560143 51.40433104061074, -0.1240671198846848 51.40453279762603, -0.1247934828714922 51.404519927253105, -0.1251032876517766 51.40509209731565, -0.1245266743231219 51.405414646082086, -0.1252768748307778 51.405419725815776, -0.1254497370038144 51.405717324894624, -0.1255713904362257 51.40608232300422, -0.1275793097344695 51.40579929308861, -0.1278141006178554 51.4060490298797, -0.1249543477868348 51.40658208425543, -0.124680866732663 51.40665102533391, -0.1248314410617969 51.406845680196206, -0.1258690487997068 51.40668372950779, -0.1262815009914997 51.40742862319259, -0.1251495141209461 51.40756480546755, -0.1252873821860135 51.40781430952679, -0.1241801508017492 51.40801881814799, -0.1226183547750382 51.408380034318014, -0.1222731403714979 51.40808665691856))",5.53E-05,1071,2005,5,23.381,0.135,0.079,17.147,-0.537,0.375,40.115,37.337
1585,1579,6,49.6,562,2.8,319580.4586,5,48.2,21.4,0.175,1.2,0.400547945,"POLYGON ((-0.125449737001616 51.405717324893864, -0.1252768748309369 51.40541972581696, -0.1245266743195529 51.405414646081255, -0.1251032876524822 51.40509209731349, -0.1247934828698104 51.40451992725376, -0.1240671198843942 51.40453279762646, -0.1246931748585053 51.404331040613556, -0.124490437377469 51.40394930328944, -0.1207006728338273 51.40471211881632, -0.1210883986051198 51.40445296224051, -0.12026615034678 51.40408011328378, -0.1204343161926372 51.40362729546272, -0.1194113853766298 51.40355779982544, -0.1193724984248634 51.40386716248696, -0.1186717017915274 51.40396319628321, -0.1186576782754459 51.403521196609496, -0.1171830004559601 51.40381952177545, -0.1170144758753636 51.40351439892137, -0.1184057562897116 51.40317367624157, -0.1180825389703031 51.40201014715525, -0.1186178218322372 51.401896729748614, -0.1198953908006793 51.401432259080366, -0.1213112137962422 51.40092661950514, -0.1254967281451499 51.39872199866072, -0.1258654073355959 51.39951213853599, -0.1268879656889384 51.40053607322817, -0.1274025974181828 51.401050145469576, -0.128261235971969 51.40192201667637, -0.1292900324047504 51.40260152876424, -0.1287450633375878 51.402279945503665, -0.1277462506217235 51.40262261029646, -0.1280652674874807 51.403127519650965, -0.1284894934837182 51.4031287651686, -0.1280762000384719 51.40406151135721, -0.1285012551021913 51.404944240579304, -0.1285514575443216 51.405304659182484, -0.125449737001616 51.405717324893864))",1.56E-05,1072,3179,7,15.404,0.088,0.061,5.579,-0.54,0.767,29.176,22.766
1777,1555,222,30.2,588,2.6,585994.2264,2,125,1.5,0.425,1,0,"POLYGON ((-0.1108332110458623 51.34719818436515, -0.111410698573062 51.34650442446131, -0.110031552712292 51.34700768053709, -0.1095640714956035 51.34665517373488, -0.1107737726347508 51.34633757979368, -0.1100496046052784 51.34589809294724, -0.1098206377243766 51.34562215997186, -0.1103786237793282 51.34476075277663, -0.1110168505822091 51.34490552550829, -0.1129486639043096 51.344028431151955, -0.1142051414121088 51.344264161502224, -0.1143261150298198 51.3438520820377, -0.1153598162923182 51.343754933977216, -0.1169973616270309 51.34241926293075, -0.1177795119814071 51.342339218271725, -0.1184448317735659 51.343173393824344, -0.1199888760948988 51.34262451221435, -0.1183803379284781 51.34135895712656, -0.1177991254648017 51.341378539181385, -0.1175778499159748 51.33997436797672, -0.118490436671015 51.33877764235792, -0.1211066562342899 51.3397653749108, -0.122444290718559 51.339378913725156, -0.1241020306065654 51.33962714827972, -0.1279108553578408 51.341288801318484, -0.1302957499919311 51.3416056718409, -0.1307959439685352 51.34236903786232, -0.1300347970685336 51.34272560024753, -0.1259521338313063 51.34425269544838, -0.1253692698155509 51.344279923698075, -0.1251932249881651 51.345273656286814, -0.1189311641571177 51.34551021447595, -0.1186645723575749 51.34579622811849, -0.1173132889500041 51.34567924649018, -0.1172077762601208 51.345065062244196, -0.1140014252638375 51.345728402392986, -0.114060160898398 51.34790101130355, -0.1113794746173283 51.34759009463682, -0.1108332110458623 51.34719818436515))",3.41E-06,1073,2486,6,19.832,0.083,0.107,3.892,-0.131,0.432,40.45,19.045
1468,1455,13,61.1,584,2.5,245266.3551,4,38.75,1.25,2.03,1.25,0.618493151,"POLYGON ((-0.1007638125825345 51.34937406836329, -0.0974121448592817 51.34830391255345, -0.0980236801288368 51.34775032960526, -0.0984940561005472 51.34845252428972, -0.0986969500000372 51.34821772502558, -0.099138153851111 51.348410667878774, -0.1003250956129534 51.34702716740438, -0.1007598489252255 51.347191591390754, -0.102840990512335 51.34458656689698, -0.102398730383166 51.34465365596441, -0.1018416024957512 51.344054378111245, -0.10068319295462 51.343810275839886, -0.1017334221725229 51.342877366790276, -0.1033224941460404 51.343813413863046, -0.1038592400858818 51.34352854402663, -0.1030260906650082 51.34308264424829, -0.10333931873948 51.34289635046168, -0.1043062228458317 51.34329031236169, -0.1064903803881766 51.342096041972496, -0.1084606602362658 51.340962845521624, -0.1089896938122279 51.341920090461, -0.1110178308257362 51.34064702148907, -0.111257743713141 51.34078480204406, -0.111407494174918 51.341033214264094, -0.1097828210851966 51.34193599555269, -0.1102057357002332 51.3422824682082, -0.1080579216385728 51.343421324472196, -0.1085984884920937 51.343268814532124, -0.1090752727901135 51.34361442547215, -0.1082398878327179 51.34411459418829, -0.10771466808014 51.34491808576825, -0.1048940435810832 51.34596626500867, -0.1051935718262866 51.3465799489223, -0.103566472424607 51.34686933427613, -0.1031424560603262 51.346754572898085, -0.1022380404147804 51.347623382360936, -0.1007638125825345 51.34937406836329))",1.63E-05,1076,3025,7,16.293,0.118,0.075,8.269,-0.384,0.058,29.65,22.399
2103,2066,37,47.7,1059,2,438904.9793,11,45.54545455,2.818181818,0.966,2.272727273,0.269489415,"POLYGON ((-0.1143261150321397 51.34385208203703, -0.1167101869943146 51.34121585548619, -0.1157122801828119 51.340767271105264, -0.1152992490705057 51.340537254029975, -0.1139686590702279 51.34112334210626, -0.1128182713226178 51.340877510530966, -0.1124129180332955 51.341076031775366, -0.1113773585729364 51.3404208507325, -0.1117778201354338 51.34015965547147, -0.1115195071522465 51.339804826328134, -0.1109113934503716 51.339489435900404, -0.1110144518662603 51.33920130576431, -0.1103694235747074 51.338873320677294, -0.1093624861865232 51.33899830217172, -0.1076810381824838 51.338832415654224, -0.1081958178765315 51.338139528370526, -0.1079592834717332 51.33853043680077, -0.1085542098328064 51.33861920053203, -0.1090064133189707 51.337978815216566, -0.1115962690943788 51.3374074376381, -0.112674357460504 51.33624434186263, -0.1121456196263722 51.33572721544246, -0.1127170907408679 51.33537755064873, -0.1121586509199427 51.334682751694814, -0.1117602224759162 51.334927146471095, -0.1121000425939151 51.33460674418337, -0.1114744137353977 51.33476210686638, -0.1098845964118177 51.3339443664989, -0.1095351708080315 51.33407993148918, -0.1091970246059634 51.33328390759956, -0.1107778248272395 51.3339663954998, -0.1109278788953098 51.33367598377735, -0.1116461133597774 51.333798474591966, -0.1111520262152162 51.33318877263585, -0.1133479187917071 51.33228127356026, -0.1142715922619644 51.33293202951856, -0.1154858411096546 51.33385536692462, -0.115724308967086 51.334179472766614, -0.1159776958899394 51.335244562430596, -0.1154231760811526 51.336601419321205, -0.1177392194238865 51.33497654677039, -0.1190997992990362 51.33554552583723, -0.1197884497319883 51.33583440614064, -0.1183714916620334 51.33716576420663, -0.1174818493825202 51.33801483745043, -0.1172987877258785 51.33821515860137, -0.1184904366715686 51.33877764235431, -0.1175778499127107 51.33997436797598, -0.1177991254598681 51.34137853918501, -0.1183803379298484 51.34135895712689, -0.1199888760974054 51.34262451221045, -0.11844483177796 51.34317339381938, -0.1177795119805227 51.3423392182744, -0.1169973616250688 51.342419262933994, -0.1153598162923688 51.34375493397967, -0.1143261150321397 51.34385208203703))",2.51E-05,1078,2132,5,22.424,0.145,0.1,12.626,-0.238,0.607,31.206,26.437
1477,1477,0,69.7,586,2.5,215156.3468,1,164,2,0.12,2,0,"POLYGON ((-0.1099315076573168 51.33286094386971, -0.108738577101189 51.332496974082005, -0.1082147298106808 51.3326467776422, -0.1078970787241698 51.331882330649094, -0.1072657528732634 51.33177397293854, -0.1067913107027296 51.33228920841387, -0.1060001197592248 51.33241813335066, -0.1053294205856222 51.331675855721315, -0.1057604705493635 51.33138058050113, -0.1048981614150375 51.33101448113117, -0.1042707351299272 51.33123976712337, -0.1039284295295491 51.33196036726067, -0.1047068606970428 51.33297941417504, -0.103901114110044 51.33304664167741, -0.1020993102187067 51.330669256634685, -0.1010773665901638 51.32943440875891, -0.1040719059959652 51.3283954977913, -0.1039514572083041 51.33063835792734, -0.1079380189589155 51.33007532332472, -0.1080392219299971 51.32983984522967, -0.1084866676652147 51.33010384414985, -0.108529781403343 51.33008658186305, -0.1095593681793548 51.32962223528013, -0.1093314662591006 51.32942045396946, -0.109318174577086 51.32898631899245, -0.1103281049066028 51.32858834798594, -0.1115433999768191 51.330239378740536, -0.111768863911385 51.33059273479672, -0.1133479187893931 51.33228127356001, -0.111152026214466 51.333188772633115, -0.1116461133629293 51.3337984745882, -0.1109278788928026 51.33367598377853, -0.1099315076573168 51.33286094386971))",4.65E-06,1080,2509,6,19.716,0.138,0.103,9.723,-0.647,-0.274,37.581,19.486
1607,1604,3,78.6,610,2.6,200503.4135,11,35.72727273,2,1.815,1.818181818,0.370859278,"POLYGON ((-0.0828255839636325 51.39747766859635, -0.0849512859008695 51.39617461656517, -0.0854629666735157 51.39661928748039, -0.085935625180323 51.396453773424916, -0.0862203505829385 51.39669264875704, -0.0866144021165739 51.39647718842458, -0.0873687377890649 51.396669106592356, -0.0885720333163326 51.39607907073459, -0.0891520144452906 51.396353384148014, -0.0900051337612506 51.39594751300843, -0.0895069461915047 51.39548207510176, -0.0913227868866015 51.394462981161034, -0.0911502483285775 51.39425678197292, -0.0931336918840706 51.395032928464545, -0.0925226118618843 51.396280857464035, -0.0927146085425086 51.39756028385105, -0.0925347053326068 51.39769173363569, -0.0903435035461571 51.39838774525085, -0.0867984668698593 51.39914655562402, -0.0857687396256456 51.39978430984083, -0.0855221419713261 51.39960938335356, -0.0843915764719384 51.39871184020548, -0.0843188998470504 51.39865451045497, -0.0834428961906678 51.397961450320686, -0.0833585290951172 51.39789530470901, -0.0828255839636325 51.39747766859635))",5.49E-05,1092,1351,3,28.48,0.157,0.108,18.96,0.11,0.93,30.972,40.848
1828,1828,0,103.7,795,2.3,176363.367,12,41.66666667,3.75,0.512222222,1.5,0.31369863,"POLYGON ((-0.0866144021194039 51.39647718842692, -0.0863899784518397 51.39602754704934, -0.0873512451197251 51.39549659183014, -0.0877568384644335 51.39462133962688, -0.0882879102995339 51.39480524676742, -0.0884515747468035 51.39422471136047, -0.0877101431090026 51.393700756020486, -0.0876885207159598 51.39452365173579, -0.086998528524833 51.39428493554762, -0.085469713152218 51.3953249569546, -0.0848910268193563 51.39551267486181, -0.0845627189026232 51.395213506868544, -0.0867143776263671 51.393780345073125, -0.0864750932468949 51.39331610853833, -0.087048403333801 51.39351351688953, -0.0875094381734888 51.392699304893476, -0.0876246868545593 51.39247326511431, -0.0879021587619794 51.391677368202146, -0.0881575374673458 51.39120399426144, -0.0889584634856306 51.389448323998195, -0.0906892297442769 51.38979102536722, -0.090622559184478 51.39034603158778, -0.0899451414324596 51.39030350691114, -0.0896671560744958 51.39188508627819, -0.0903283929190715 51.39194705177382, -0.0903538714625582 51.39227480244193, -0.0915915852245628 51.39246358180381, -0.0928107457515231 51.39215098021748, -0.0926774073312644 51.392787041686475, -0.0937748793020142 51.393345858682665, -0.0934008851211715 51.39327605126163, -0.0932110502029401 51.39392235386167, -0.0921262493512607 51.39393053158882, -0.09195537639543 51.393679424042865, -0.0913002285238392 51.39350919573203, -0.0908140061226991 51.394059039273856, -0.0911502483249882 51.39425678197132, -0.0913227868866234 51.39446298116227, -0.0895069461902827 51.39548207510169, -0.0900051337609202 51.39594751300564, -0.0891520144459223 51.39635338414792, -0.0885720333164323 51.39607907073343, -0.0873687377898636 51.39666910659292, -0.0866144021194039 51.39647718842692))",6.80E-05,1094,1363,3,28.381,0.162,0.117,18.495,-0.133,0.733,37.187,36.175
1359,1359,0,86.1,528,2.6,154531.2326,4,28.75,2.75,2.58,1.75,0.350684932,"POLYGON ((-0.0940150626757264 51.390983914332985, -0.0925131580582444 51.38981169516963, -0.0920321707735794 51.389885976416146, -0.0917379038218111 51.388887640057824, -0.0912114771809111 51.388769902370015, -0.0926038857326494 51.38837554894581, -0.0945855634678936 51.38779544134704, -0.0944900221065302 51.38747487937706, -0.0956805092801284 51.387362832747066, -0.0956368293628727 51.387028465474216, -0.0966018286606357 51.386881080950396, -0.0965229297869566 51.387050661082064, -0.0990001755065203 51.38906855158406, -0.1001501120075148 51.38863184752942, -0.1003890995673169 51.38878605378458, -0.0970310638752265 51.39087701151418, -0.0964111486107276 51.39019815269245, -0.0948757975649786 51.39141234246512, -0.0949087085253656 51.39187302640182, -0.0948075106186424 51.39203024647271, -0.0941863567476313 51.39183681914967, -0.0940150626757264 51.390983914332985))",2.59E-05,1097,1295,3,28.878,0.157,0.117,17.426,0.127,0.841,34.113,38.957
2761,2655,106,158.6,1113,2.4,173641.7344,10,530.3,38,0.363333333,2.8,0.275068493,"POLYGON ((-0.1024525089164873 51.385552180608244, -0.1048737236264055 51.384605118311214, -0.105365146652091 51.38523356396435, -0.1060472945422221 51.38500686114131, -0.1057761376265604 51.38441704230876, -0.1045957401252461 51.384297467849294, -0.1043274466151948 51.38386565802156, -0.1055834346085593 51.383603250512024, -0.1075250901094404 51.38318889572514, -0.1089203156653952 51.38425710639507, -0.1090442689067543 51.38438369213714, -0.1094223551329296 51.38482030205663, -0.1102368434079595 51.385777551318085, -0.1104061533522077 51.38601495592603, -0.1104718749353642 51.38610711205055, -0.1107254238007616 51.38646277995692, -0.1105145918909528 51.38651805763383, -0.1073619640387699 51.387344539907964, -0.107294212203224 51.387362303201364, -0.1048493987431705 51.38816646342558, -0.1037032015198611 51.387194069405574, -0.103300800249228 51.38684583252142, -0.1037316294249716 51.386689282351526, -0.1034864882296483 51.38637104590855, -0.1024525089164873 51.385552180608244))",5.76E-05,1098,1476,4,27.454,0.136,0.091,13.794,-0.045,0.641,45.347,40.511
1880,1828,52,66.7,927,2,278298.0597,12,56.5,2,0.555555556,1.083333333,0.36369863,"POLYGON ((-0.0761568707611666 51.39885247555683, -0.0742557089265325 51.397913653698716, -0.0748438967095501 51.39682074582336, -0.0770896275529028 51.393232889615774, -0.0792320851918118 51.39365537459566, -0.0810541603817188 51.3957259424593, -0.0812909971227209 51.396051140352505, -0.0821132101044386 51.396910583642224, -0.0828255839607329 51.39747766859519, -0.0833585290961394 51.39789530471143, -0.0823954445938042 51.39838420172443, -0.0819314574627819 51.39809592641618, -0.0806443696237568 51.398580476253514, -0.0804676976931818 51.399099790249835, -0.080046256783283 51.39924094200811, -0.07833970216208 51.3997933226294, -0.0772072372051415 51.40058220287269, -0.0769824503543654 51.40074450199085, -0.0750188418285209 51.39968725033255, -0.0761568707611666 51.39885247555683))",4.31E-05,1117,822,2,32.903,0.176,0.118,17.447,0.135,0.885,37.21,53.267
1769,1739,30,49.8,875,2,357199.4457,14,65.92857143,2.071428571,0.853571429,1.571428571,0.22035225,"POLYGON ((-0.0833571983700503 51.41710756883342, -0.0817830504890123 51.41647362810342, -0.0813960281165029 51.4169612890997, -0.0811089371732025 51.41709558899423, -0.0804707443259478 51.41557537868709, -0.0801780178991391 51.41545370539504, -0.0813203391819393 51.415131625422035, -0.0801546581715504 51.41459258533173, -0.0804620156504384 51.414317128428046, -0.0820888244032365 51.41465208760276, -0.0826657305026726 51.41426761996392, -0.0834950048812348 51.414368818526704, -0.0838285554237417 51.413965806017465, -0.0831751759413654 51.41375330648516, -0.0830872113890834 51.41325543409037, -0.0825669753007046 51.41358404202779, -0.0814826462242904 51.413365362394906, -0.0812255601161277 51.4129292333603, -0.080130634125067 51.41367147286087, -0.0798998693589782 51.41334395443012, -0.0802957560111885 51.41284925822538, -0.0797734647967449 51.41245400556673, -0.0793343703809157 51.41258858003939, -0.0803859536083953 51.4120389813542, -0.0815240444562394 51.41256541889582, -0.0819274789872454 51.41214439223115, -0.0830611916749887 51.41224276191236, -0.0826999476572951 51.41112348241935, -0.0820839815608114 51.411123124176626, -0.0813252095410686 51.410565592090116, -0.0823883818204175 51.41057897450743, -0.0826466226811689 51.40887458394854, -0.0840056099361467 51.409366770600435, -0.0848816056135136 51.40973634696214, -0.0868388942683944 51.40966222143439, -0.0876641131486565 51.41129971112578, -0.0878898065660626 51.41164508978023, -0.0882479006350176 51.41219285953624, -0.089156749379132 51.412757811079004, -0.0900304841977538 51.41309893027353, -0.0894843840162776 51.413664563454205, -0.0890721186919831 51.414074887316374, -0.0900905584476718 51.41437475971581, -0.0894666527675457 51.41511982407656, -0.0886795141886143 51.415533135188454, -0.0870284702053178 51.41428554467337, -0.0866444570196588 51.414639910049296, -0.0850254570941121 51.41623129854098, -0.0859677624335487 51.41647482822269, -0.0862790643116751 51.41656926356513, -0.0863905487718634 51.416775596034626, -0.0837261438685481 51.41761839861758, -0.0833571983700503 51.41710756883342))",3.92E-05,1118,1984,5,23.5,0.141,0.117,5.45,-0.113,0.976,29.895,23.535
